id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
423,Ballantine's Single Malt Glenburgie 18yo Nosing Glass Packge,발렌타인 싱글몰트 글렌버기 18년 노징 글라스 패키지,269000,['과일향'],"['잔류액향', '과일향']",['잔류액향'],싱글몰트,700ml,40%,스코틀랜드,"발렌타인 싱글몰트 글렌버기 18년 1병+ 노징 글라스 1개 발렌타인 최초의 싱글몰트 위스키 17년 연속 'CEO가 가장 선호하는 위스키'에 선정될 만 큼 독보적인 품격을 지닌 브랜드이자 한국인이 가장 사 랑하는 스카치 위스키죠. 블렌디드 위스키 중 최고 브랜 드라고 할 수 있는 '발렌타인'에서 200년만에 싱글몰트 위스키를 출시했는데요. 이름하여 '발렌타인 싱글몰트 글렌버기 18년입니다. 발렌타인은 1827년 스코틀랜드에서 시작되었습니다. 최상의 원료와 발렌타인 마스터 블렌더의 블렌딩, 그리 고 수제작한 버번 오크통에서의 에이징이 약 200년 동 안 세계적으로 인정 받는 발렌타인 위스키 맛의 비밀입 니다. 이렇게 스카치 위스키의 대명사인 발렌타인이 200년 역 사상 최초로 싱글몰트 위스키를 출시했습니다. 바로 스 페이사이드에 유서 깊은 증류소인 글렌버기 증류소와 손 을 잡았는데요. 글렌버기 증류소의 원액은 발렌타인 블 렌딩의 중심으로써 발렌타인 스타일의 진수를 드러내는 위스키라고 할 수 있습니다. 또한 글렌버기 증류소는 독 자적인 라벨로 판매된 적이 없어 그 희소성의 가치가 굉 장히 높은 곳입니다."
424,Glendronach Cask Strength Batch 12,글렌드로낙 CS 배치 12,269000,"['과일향', '와인향', '유황', '나무향']","['나무향', '과일향', '와인향', '피트향', '꽃향기']",['잔류액향'],싱글몰트,700ml,58.2%,스코틀랜드,"글렌드로낙 증류소 본연의 위스키 '글렌드로낙 CS' '글렌드로낙 CS 배치 12'는 58.2%의 원액을 온전히 담 아냄으로써, 글렌드로낙 증류소가 가진 특성을 극대화한 위스키입니다. 증류소 본연의 캐릭터를 그대로 담아내기 위해 냉각 여과 없이 내추럴 컬러로 병입되었으며, PX(Pedro Ximenez) 그리고 올로로쏘(Oloroso) 셰리 캐스크에서 숙성되어 달콤하고 진득한 풍미가 일품입니 다. 마스터 블렌더인 레이첼 베리(Rachel Barrie)는 '글 렌드로낙 CS 배치 12'의 숨겨진 맛과 향을 깨우기 위해 서 물을 한두 방을 정도 첨가해 마시는 것을 추천했는데 요. 모카, 건포도가 가득한 케이크 그리고 크렘 브륄레의 풍부함이 배가 되는 즐거움을 경험할 수 있습니다."
425,Brave New Spirits 2005 Inchfad 17yo,브레이브 뉴 스피리츠 2005 인치파드 17년,269900,"['꽃향기', '과일향', '피트향', '나무향']","['과일향', '유황', '꽃향기']","['잔류액향', '나무향']",싱글몰트,700ml,48.1%,스코틀랜드,
426,Firkin 49,펄킨 49,270000,['피트향'],"['나무향', '곡물향']","['과일향', '꽃향기', '나무향']",싱글몰트,700ml,48.9%,스코틀랜드,"툴리바딘 증류소는 펄킨의 설립자인 마이크 콜링스가 태 어난 해와 같은 해인 1949년에 설립되었습니다. '펄킨 49'는 그 해를 기념하기 위해 탄생한 위스키입니다. 마이크는 '펄킨 49'를 만들기 위해 2012년에 증류한 튤 리바딘 원액을 1st fill 버번 배럴에서 숙성합니다. 물론 이것도 좋았지만, 아몬티야도 50%, 올로로쏘 셰리 50%가 조합된 셰리 캐스크를 사용하여 더욱 뛰어난 위 스키로 탈바꿈 시켰습니다. 마이크의 손길을 통해 크리미하면서 견과류의 고소함을 흠뻑 머금은 '펄킨 49'를 만나보세요."
427,The Glenlivet 18yo,더 글렌리벳 18년,270000,"['과일향', '와인향', '나무향']","['잔류액향', '과일향', '유황']",['잔류액향'],싱글몰트,700ml,40%,스코틀랜드,"은희경 작가는 책 <중국식 룰렛>에서 싱글몰트 위스키 를 두고 이렇게 표현하였죠. ""위스키가 '영혼(Spirit)'이 라고 불린다면, 싱글몰트야말로 가장 정제된 형태이며, 순수한 영혼이다."" 전세계 싱글몰트 위스키 시장 1위를 놓치지 않는 가장 순수한 영혼, '더 글렌리벳' 시리즈의 '더 글렌리벳 18년'입니다. 조지 4세가 ""나는 이제 글렌 리벳  의 위스키만을 마시고 싶다.""라고 말하면서 '왕 을 위한 위스키'라는 별칭까지 얻게 된 싱글몰트 위스키 입니다. 200여년의 시간이 찾아낸 절묘한 맛의 균형이 '왕을 위한 위스키'라는 별명의 더 글렌리벳 18년에 고스 란히 담겼습니다. 감각적이고 감미로운 첫 느낌과 균형 잡힌 마무리가 오래도록 남기는 섬세한 여운을 느끼며 영국 국왕의 마음을 상상해 보는 건 어떨까요?"
428,Macallan A Night On Earth,맥캘란 나이트 온 어스,270000,"['나무향', '와인향', '과일향', '피트향']","['과일향', '꽃향기']","['와인향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"스코틀랜드의 Hogmanay 축하 행사를 기념하기 위해 만들어진 한정판 위스키, '맥캘란 나이트 온 어스'를 소개 합니다. Hogmanay는 스코틀랜드에서 새해를 축하하 는 것을 의미합니다. 자정이 넘은 시간, 친구나 가족과 인사 나눈 후 집으로 가면 행운이 온다고 하네요. 새해를 맞아 출시된 '맥캘란 나이트 온 어스'는 맥캘란의 특별한 아메리칸 캐스크와 유러피안 셰리 캐스크에서 숙 성을 거쳐 내추럴 컬러로 완성했는데요. 버번 배럴의 영 향으로 진하고 달콤한 쇼트브레드 캐릭터를 지녔으며, 말린 오렌지와 향신료의 노트가 축제처럼 입 안에서 뿜 어져 나옵니다. 특히 '맥캘란 나이트 온 어스'는 독특한   덕분에 소 장용으로도 추천해 드립니다. 일본과 프랑스에서 저명한 일러스트레이터 Erica Dorn과 공동으로 제작한 이 케이 스는 두 겹으로 레이어링 되어 있어서 마치 선물과도 같 은 경험을 선사합니다."
429,Laphroaig 10yo Sherry Oak Finish 750ml,라프로익 10년 셰리 오크 피니시 750ml,270000,"['잔류액향', '유황', '피트향']","['잔류액향', '나무향', '곡물향', '와인향', '피트향']","['잔류액향', '피트향']",싱글몰트,750ml,48%,스코틀랜드,"'라프로익 10년 셰리 오크 피니시'는 풍부하고 스모키한 라프로익 10년산 싱글몰트를 올로로소 셰리 캐스크에서 마무리하여 풍부하고 풀바디한 캐릭터가 부여된 위스키 입니다. 마누카 꿀, 정향, 훈제 베이컨, 가죽 및 소나무 타 르의 향이 코를 채우고 당밀, 왁스, 토피, 메이플 시럽, 다 크 초콜릿, 솔잎, 밤나무 꿀 및 풍부한 토탄 연기가 입 안 을 가득 채웁니다."
430,Lady of the Glen 2011 Bunnahabhain 10yo,레이디 오브 더 글렌 2011 부나하벤 10년,277000,"['잔류액향', '과일향', '곡물향']","['과일향', '나무향']",['곡물향'],싱글몰트,700ml,57.7%,스코틀랜드,"'레이디 오브 더 글렌 2011 부나하벤 10년'은 2011년 증 류된 부나하벤 증류소의 원액을 2022년에 담아낸 독립 병입 위스키입니다. 달콤한 맛을 자아내기 위해 버번 캐 스크에서 숙성했으며, 냉각 여과를 거치지 않고 내추럴 컬러로 담아내었습니다. 전 세계 250병 한정 생산된 '레 이디 오브 더 글렌 2011 부나하벤 10년'을 만나보세요."
431,Infrequent Flyers Blair Athol 14yo By Whisky Bible,인프리퀀트 플라이어스 블레어 아솔 14년 바이 위스키바이블,277000,"['잔류액향', '나무향', '과일향', '피트향', '꽃향기']","['과일향', '나무향']","['잔류액향', '유황']",싱글몰트,700ml,53.1%,스코틀랜드,"앨리스터 워커가 선보이는 블레어 아솔, 위스키바이블의 스토어픽 빌리 워커의 아들인 앨리스터 워커가 운영하고 있는 AWWC(Alistair Walker Whisky Company)의 제품. <위스키바이블>의 스토어픽 제품을 소개합니다. '인프리퀀트 플라이어스 블레어 아솔 14년 바이 위스키 바이블'은 2008년 증류했으며, 소테른 혹스헤드에서 숙 성했습니다. 이 위스키는 싱글 캐스크 제품으로 단 278 병만 생산됐습니다."
432,Macallan 15yo Double Cask,맥캘란 15년 더블 캐스크,280000,"['잔류액향', '과일향', '와인향', '나무향']","['과일향', '나무향']",[],싱글몰트,700ml,43%,스코틀랜드,"맥캘란은 세계적으로 유명한 싱글몰트 위스키 브랜드 중 하나입니다. 맥캘란의 특징 중 하나는 다른 싱글몰트 위 스키에 비해서 피트 처리를 거의 하지 않는다는 것입니 다. 따라서 피트향이 덜하고, 오크 특유의 깊은 향과 맛 을 느낄수 있는 것이 특징입니다. '맥캘란 15년 더블 캐 스크'는 맥캘란 12년 더블 캐스크의 진화판으로, 아메리 칸 셰리 오크통과 유러피언 셰리 오크통의 조화를 통해 나오는 특유의 풍부한 과일맛과 다양한 풍미를 느끼실 수 있습니다."
433,GlenAllachie 13yo Rioja Cask Finish,글렌알라키 13년 리오하 캐스크 피니시,280000,"['잔류액향', '나무향']","['잔류액향', '나무향', '과일향', '피트향', '꽃향기']",['유황'],싱글몰트,700ml,48%,스코틀랜드,'글렌알라키 13년 리오하 캐스크 피니시'는 리오하 바리 크에서 추가 숙성을 거쳐 견과류와 달콤한 꿀의 풍미를 가진 것이 특징입니다. 리오하는 스페인의 중요 와인 산 지입니다. 이  에서 생산된 와인은 복잡한 과일 노트 를 띄는데 '글렌알라키 13년 리오하 캐스크 피니시' 역시 복잡한 과일의 풍미를 띄며 우드 향과의 완벽한 조화를 자랑합니다. 내추럴 컬러이며 냉각 여과없이 병에 담겨 조화로운 향과 맛을 가감없이 느낄 수 있습니다.
434,Ledaig 18yo,레칙 18년,280000,"['나무향', '과일향', '와인향', '피트향', '꽃향기']","['나무향', '곡물향', '과일향', '피트향', '꽃향기']","['잔류액향', '피트향']",싱글몰트,700ml,46.3%,스코틀랜드,"레칙 18년 토버모리 증류소의 스모키한 싱글몰트 브랜드는 '레 칙'입니다. 이 라인업의 훌륭한 18년 숙성 위스키 '레칙 18년'을 소개합니다. 이 위스키는 토버모리 증류소 특유 의 클래식한 언피티드 증류 방식에 피티드 몰트를 사용 하여 피트함을 갖춘 위스키입니다. 향긋한 꽃향기와 함 께 피트, 스모키, 셰리, 과일, 향신료의 풍미가 느껴집니 다."
435,Signatory 2008 Pulteney 13yo CS,시그나토리 2008 풀트니 13년 CS,280000,"['과일향', '유황', '나무향']","['과일향', '와인향', '유황', '꽃향기']","['과일향', '피트향']",싱글몰트,700ml,55.5%,스코틀랜드,
436,Signatory 2007 Mortlach 15yo CS,시그나토리 2007 몰트락 15년 CS,280000,"['잔류액향', '과일향']","['잔류액향', '과일향']","['잔류액향', '와인향']",싱글몰트,700ml,51-53%,스코틀랜드,
437,Ballantine's Single Malt Glenburgie 18yo Glass Package,발렌타인 싱글몰트 글렌버기 18년 전용잔 2개 패키지,290000,['과일향'],"['잔류액향', '과일향']",['잔류액향'],싱글몰트,700ml,40%,스코틀랜드,"발렌타인 싱글몰트 글렌버기 18년 1병+ 전용 잔 2개 발렌타인 최초의 싱글몰트 위스키 17년 연속 'CEO가 가장 선호하는 위스키'에 선정될 만 큼 독보적인 품격을 지닌 브랜드이자 한국인이 가장 사 랑하는 스카치 위스키죠. 블렌디드 위스키 중 최고 브랜 드라고 할 수 있는 '발렌타인'에서 200년만에 싱글몰트 위스키를 출시했는데요. 이름하여 '발렌타인 싱글몰트 글렌버기 18년입니다. 발렌타인은 1827년 스코틀랜드에서 시작되었습니다. 최상의 원료와 발렌타인 마스터 블렌더의 블렌딩, 그리 고 수제작한 버번 오크통에서의 에이징이 약 200년 동 안 세계적으로 인정 받는 발렌타인 위스키 맛의 비밀입 니다. 이렇게 스카치 위스키의 대명사인 발렌타인이 200년 역 사상 최초로 싱글몰트 위스키를 출시했습니다. 바로 스 페이사이드에 유서 깊은 증류소인 글렌버기 증류소와 손 을 잡았는데요. 글렌버기 증류소의 원액은 발렌타인 블 렌딩의 중심으로써 발렌타인 스타일의 진수를 드러내는 위스키라고 할 수 있습니다. 또한 글렌버기 증류소는 독 자적인 라벨로 판매된 적이 없어 그 희소성의 가치가 굉 장히 높은 곳입니다."
438,Tomatin 18yo,토마틴 18년(구형),290000,"['과일향', '곡물향']","['잔류액향', '나무향', '과일향', '유황', '피트향']","['잔류액향', '나무향', '와인향', '유황']",싱글몰트,700ml,46%,스코틀랜드,"'토마틴 18년'은 호화로운 맛의 향연이 펼쳐지는 셰리 위 스키라고 할 수 있습니다. 전통적인 오크 캐스크에서 숙 성한 원액을 스페인 올로로소 셰리 버트에서 마무리했기 때문인데요. 달콤하고 부드러우며 강렬하기에, 혹자는 눈을 감고 명상하며 위스키를 즐기라고 말합니다. '토마틴 18년'은 셰리 위스키답게 말린 과일 향이 가득하 고요. 정향, 계피의 향과 함께 바닐라와 꿀, 초콜릿, 오렌 지, 스모키한 풍미까지 복합적인 맛을 느끼실 수 있습니 다. 셰리 위스키를 사랑하는 여러분께 강력하게 추천합 니다. 특히 토마틴 18년 구형은 쉽게 구할 수 없으므로 꼭 손에 넣으시기를 추천드립니다."
439,Auchentoshen 21yo,오켄토션 21년,298000,['나무향'],"['과일향', '와인향']",['잔류액향'],싱글몰트,700ml,43%,스코틀랜드,"'오켄토션 21년'은 지금까지 한국에서 쉽게 만날 수 없던 라인업으로, 버번 오크 캐스크와 스패니쉬 셰리 캐스크 에서 21년 이상 숙성한 제품입니다. '오켄토션 21년'은 구스베리, 바닐라, 오크, 초콜릿 풍미가 뛰어난 위스키입 니다. 더불어 오래된 오크에서 나타나는 꿀, 청과일의 달 콤한 맛, 오래 지속되는 부드러운 피니시가 더해져 오켄 토션 위스키만의 섬세한 부드러움을 느낄 수 있습니다."
440,Dalmore Cigar Malt Reserve,달모어 시가 몰트 리저브,299000,"['과일향', '꽃향기', '나무향']","['과일향', '나무향']",['과일향'],싱글몰트,700ml,44%,스코틀랜드,"'달모어 시가 몰트 리저브'라는 이름을 보시자마자 무언 가 떠오르셨을 겁니다. 네 맞습니다. 시가(Cigar)와 페어 링을 염두에 두고 만들어진 위스키입니다. 그만큼 시가 와 잘 어울리는 마성의 매력이 있는데요. 먼저 아메리칸 버번 오크통에서 숙성한 뒤 셰리 오크통(Matusalem oloroso)에서 숙성하고요. 마지막으로 까베르네 소비뇽 와인 오크통에서 숙성을 거칩니다. 그래서 바닐라, 오렌 지, 시나몬과 같은 맛이 조화롭게 어우러집니다. 담배를 사랑하신다면, 달모어 시가 몰트 리저브는 좋은 선택이 될 거고요. 만약 그렇지 않더라도 하루를 마무리하는 한 잔으로 제격이랍니다."
441,Dalmore 15yo,달모어 15년,299000,"['과일향', '유황']","['나무향', '과일향']","['잔류액향', '나무향']",싱글몰트,700ml,40%,스코틀랜드,"싱글몰트 위스키의 대표 브랜드 중 하나인 달모어는, 특 유의 사슴 엠블럼이 인상적입니다. 과거 스코틀랜드의 왕을 구하고 하사받은 수사슴 엠블럼과 함께, 170년이 넘는 시간 동안 양조를 계속해온 곳입니다. '달모어 15 년'은 4가지 종류의 오크통을 사용한 특별한 위스키입니 다. 처음 12년 동안은 아메리칸 버번 오크통에서 숙성시 킨 뒤 이후 3년간은 3가지 종류의 셰리 오크통 (Amoroso, Apostoles, Matusalem oloroso)에서 숙 성했죠. 그 덕에 버번 위스키 특유의 바닐라 향과 셰리 향 가득한 싱글몰트 위스키로 완성되었습니다. 다양한 맛의 향연이 펼쳐지는 달모어 15년을 데일리샷에서 만 나보세요."
