id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
168,Johnnie Walker Blue Zodiac Collection (horse),조니워커 블루 조디악 컬렉션(말),450000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하 는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
169,Royal Salute 21yo Diamond Jubilee,로얄살루트 21년 다이아몬드 쥬빌레,550000,"['과일향', '피트향', '꽃향기']","['과일향', '와인향', '피트향']","['잔류액향', '곡물향']",블렌디드,700ml,40%,스코틀랜드,"'로얄살루트 21년 다이아몬드 쥬빌레'는 엘리자베스 2세 여왕의 2012년 다이아몬드 쥬빌레를 기념하기 위해 릴리 즈 되었습니다. 특정 기념주기를 일컫는 말인 쥬빌레는 일정 기간마다 죄를 사하거나 부채를 탕감해주는 기독교 적 전통에서 유래했으며 25년은 실버 쥬빌레, 50년은 골 든 쥬빌레, 60년은 다이아몬드 쥬빌레, 70년은 플래티넘 쥬벨레라 칭하고 있습니다. 엘리자베스 2세 여왕의 대관 식을 기념하기 위해 1953년 탄생한 로얄살루트가 여왕 의 60년간의 치세를 축하하기 위해 로얄살루트 21년 다 이아몬드 쥬빌레 한정판을 만들었습니다. 기존 로얄살루트 21년보다 더 선별된 원액으로 구성되어 몰트, 과일, 케이크, 오크의 풍부한 프로티 몰트의 모습을 보여줍니다."
170,Golden Blue The Sappirus,골든블루 사피루스,40000,"['과일향', '나무향']","['과일향', '피트향', '꽃향기']",['잔류액향'],블렌디드,450ml,36.5%,대한민국,"'골든블루 사피루스'는 한국인이 가장 애용하는 프리미엄 급 위스키의 품격을 한층 높이고, 까다로운 소비자의 니 즈에 부합하고자 심도 있는 소비자조사를 통해 탄생하였 습니다. 세계 3대 보석 중 하나인 블루 사파이어를 모티 브로 디자인한 보석같이 깊고 매력적인 바틀 라인과 그 위에 새겨진 플래티넘 컬러의 로고는 차원이 다른 위스키 의 품격을 나타냅니다. 은은한 과일 향과 감미롭고 편안 한 목 넘김을 원하신다면 부드럽게 즐기실 수 있는 위스 키입니다."
171,J&B Rare,제이앤비 레어,48000,"['과일향', '피트향', '나무향']","['과일향', '꽃향기']",['꽃향기'],블렌디드,700ml,40%,스코틀랜드,"42가지의 맛이 조화로운 블렌디드 위스키 '제이앤비 레 어'를 소개합니다. 이 위스키는 런던에서 만들어지고 스코 틀랜드에서 증류되었는데요. 깨끗한 물, 적정한 기온과 습도 그리고 비옥한 토양 등 스코틀랜드의 뛰어난 자연적 조건을 토대로 최상품의 맥아만을 엄선하여 완성됩니다. 타닌 성분이 적은 스페인산 오크 통에서 숙성하며, 스코 틀랜드의 신선한 공기와 오랫동안 상호 작용하며 자연스 럽게 만들어지고 있죠. '제이 앤 비 레어'는 스코틀랜드에서 생산되는 위스키 42 가지를 블렌딩한 독창적인 결과물이라고 할 수 있습니다. 어느 하나 부족하거나 넘치는 것 없이 부드러운 과일 향 이 완벽한 균형을 이루고 있습니다. 일반적인 위스키는 강렬한 하나의 개성을 지닌 것과는 달리, 제이앤비 레 어'는 조화로운 맛의 강점이지요. 그래서 다른 음료와 함 께 믹싱하여 칵테일로 만들어도 조화롭게 즐기실 수 있습 니다."
172,Dewar's White Label 1L,듀어스 화이트라벨 1L,45000,['과일향'],['피트향'],['유황'],블렌디드,1000ml,40%,스코틀랜드,"전 세계 판매 6위, 미국 내 판매량 1위를 차지하고 있는 '듀어스 화이트라벨'은 세계적으로 유명한 블렌디드 위스 키로, 강하기보다는 부드러우면서도 섬세한 맛으로 입문 자들에게 추천하기 좋은 위스키들을 만들어 내고 있습니 다. '듀어스 화이트라벨' 은 듀어스의 위스키 중에서도 가장 대중적인 위스키로, 누구나 쉽게 즐길 수 있는 부드러움 과 달콤함이 특징입니다. 특유의 부드러움 덕분에 엔트리 레벨의 위스키임에도 스트레이트나 온더락으로 즐기기에 도 좋습니다."
173,Ballantine's Master's,발렌타인 마스터즈,69000,"['잔류액향', '나무향']",['과일향'],['과일향'],블렌디드,700ml,40%,스코틀랜드,"한국인이 가장 사랑하는 스카치 위스키, 그 사랑에 보답 하듯 한국만을 위해 특별히 블렌딩한 특별한 발렌타인입 니다. 마스터 블렌더가 영감을 받아 직접 블렌딩하여 '마 스터즈'라는 이름이 붙었습니다. 45가지의 몰트위스키와 그레인 위스키를 혼합하여 만든 딜럭스급 위스키로, 부드 럽고 달콤한 맛과 오래 지속되는 그윽한 향을 가진 것이 매력입니다. 또한 한국인에 입맛에 맞게 매운 가장 맛있게 마실 있도 록 만들었다고 합니다. 때문에 위스키임에도 해물탕과 같 이 맵거나 국물이 있는 음식과도 잘 어울립니다. 오늘은 식사 후에 발렌타인 마스터즈 한잔 어떨까요?"
174,Johnnie Walker Gold 700ml,조니워커 골드 700ml,80000,"['과일향', '피트향']","['잔류액향', '과일향']","['나무향', '피트향']",블렌디드,700ml,40%,스코틀랜드,"'조니워커 골드라벨 리저브'는 조니워커 블렌더가 특별한 친구들과 함께 보내는 시간을 위해 만든 위스키입니다. 이 골드라벨은 24시간동안 냉동실에 두었다가 마시는 것 을 추천드립니다. 이렇게 마실 시 과일 풍미와 꿀의 달콤 함을 더 강하게 느낄 수 있으며, 피니시 역시 오래 지속됩 니다. 친구들과의 특별한 날, 황금빛 조니워커로 특별함 을 더해주세요."
175,Bushmills Original 1L,부쉬밀 오리지날 1L,39000,"['과일향', '꽃향기', '나무향']","['잔류액향', '나무향', '과일향', '와인향', '피트향']","['유황', '곡물향']",블렌디드,1000ml,40%,아일랜드,"세계에서 가장 오래된 위스키 증류소가 어딘지 알고 계신 가요? 우리가 흔히 아는 글렌피딕? 맥캘란? 발베니? 모두 틀렸습니다. 현존하는 최고(古)의 위스키 증류소는 현재 는 영연방 4개국 중 하나인 북아일랜드의 최북단, 부쉬밀 지역에 있는 부쉬밀 증류소입니다. 부쉬밀 증류소는 1608년, 잉글랜드 왕인 제임스 1세로부터 증류 면허를 취득한 이래 약 400년 이상의 전통을 자랑하며 그 퀄리 티를 유지하고 있습니다. 부쉬밀 증류소는 북아일랜드에 위치한 유일한 위스키 증류소로 매년 수십만명의 관광객 이 방문하는 대표적인 명소이기도 합니다. 부쉬밀은 아일 랜드에서 유일하게 100% 맥아 보리를 수작업으로 세 번 증류하고, 단 10대의 포트 스틸(Copper Pot Still)에서 한정 생산하는 스몰 배치 방식을 고수하여 깊고 부드러운 맛과 향이 특징입니다."
176,Ballantine's 21yo 500ml,발렌타인 21년 500ml,190000,"['잔류액향', '과일향', '꽃향기']","['꽃향기', '나무향', '피트향']","['잔류액향', '와인향']",블렌디드,500ml,40%,스코틀랜드,"한국인이 가장 사랑하는 스카치 위스키, 발렌타인은 1827년 스코틀랜드에서 시작되었습니다. 최상의 원료와 발렌타인 마스터 블렌더의 블렌딩, 그리고 수제작한 부르 봉 통에서의 에이징이 약 200년 동안 세계적으로 인정 받는 발렌타인 맛의 비밀입니다. '발렌타인 21년'은 위스 키 전문가와 애호가들의 찬사를 아낌없이 받고 있는 위스 키입니다. 고급 위스키의 대명사인 '발렌타인 21년'의 원 숙미와 부드러운 풍미를 느껴보세요."
177,Johnnie Walker Blue 700ml,[오리지널 구형(750ml)] 조니워커 블루(구구형) 700ml,379000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,700ml,43%,스코틀랜드,"조니워커의 6대 마스터 블렌더 짐 베버리지가 탄생시킨 '조니워커 블루'는 200년 이상 이어져 내려온 독자적인 블렌딩 기술의 결정체입니다. 스코틀랜드에서도 가장 진 귀한 위스키 원액을 엄선하여 만드는, 이른바 '타의 추종 을 불허하는 걸작'이라 불리죠. 스코틀랜드 전역에서 숙성중인 1000만 캐스크 중에서, 1 만 캐스크 당 하나의 확률로 캐스크를 선별해 사용하며 제품마다 고유의 일련번호를 표시합니다. 이러한 희소성 까지 겸비한 조니워커 블루는 독특한 풍미와 더불어 아주 특별한 날을 위한 위스키로 탁월한 존재감을 자랑하게 되 었죠. 조니워커 블루를 마시기 전에 얼음 물 한 모금으로 미각 을 정돈한 후, 니트(Neat)로 즐기는 것을 권장합니다. 조 니워커 블루만의 깊고, 강렬하며, 풍성한 풍미를 천천히 깊게 음미해볼 것을 추천합니다."
178,Old Parr 12yo,올드 파 12년,63000,"['나무향', '와인향', '꽃향기']","['나무향', '곡물향']","['과일향', '유황', '피트향']",블렌디드,750ml,40%,스코틀랜드,
179,Johnnie Walker Black 1L,조니워커 블랙 1L,85900,"['나무향', '과일향']","['잔류액향', '과일향', '유황']","['나무향', '피트향']",블렌디드,1000ml,40%,스코틀랜드,전 세계 No.1 스카치 위스키* 180개국 넘게 전 세계에서 가장 많이 판매되는 스카치 위스키입니다. *IWSR 2020 기준 전 세계에서 가장 많이 판매된 단일 스카치 위스키 브랜드 최소 12년 이상 숙성된 원액 스코틀랜드 전역에서 최소 12년 이상 숙성된 원액만을 엄선하여 블렌딩 함으로써 블랙 레이블만의 복합적이고 깊은 풍미와 완벽한 균형감이 느껴지는 위스키가 제조됩니다. 디럭스 스카치 위스키의 표준 전문가들로부터 디럭스 스카치 위스키의 전형이라고 평가되는 블랙 레이블은 조니워커를 대표하는 아이콘입니다. 위스키 비평가인 찰스 맥린은 블랙 레이블을 '위스키 카테고리 내에서 가장 뛰어난 명작이라고 극찬했습니다.
180,Johnnie Walker Double Black,조니워커 더블 블랙,69300,"['나무향', '피트향', '과일향']","['잔류액향', '과일향', '피트향', '나무향']","['과일향', '나무향']",블렌디드,700ml,40%,스코틀랜드,"더 스모키하고 강렬한 풍미 조니워커 더블 블랙은 베스트셀러인 조니워커 블랙 레이블에 스모키함과 강렬함이 더해진, 진정한 모던 클래식입니다. 그을린 오크통에서 숙성 천연의 스모키한 맛과 향을 지닌 원액을 그을린 오크통에서 숙성하여 더블 블랙만의 풍미를 느낄 수 있습니다. 화려한 수상 경력 2009년 글로벌 런칭 이래로, 2017 World Whiskies Awards 블렌디드 위스키 부문 금상 포함, 매 해마다 세계 각지의 권위있는 대회에서 다수의 수상 경력이 있습니다."
181,Jonnie Walke 18yo,조니워커 18년,179000,"['과일향', '유황']","['과일향', '유황', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"프라이빗 블렌드 조니워커 18년은 워커 가문에서 특별한 순간을 기념할 때 만든 프라이빗 블렌드 전통에 영감을 받아, 현대적으로 재해석하여 만들어진 위스키입니다. 오랜 숙성 기간 최소 18년 이상 숙성된 위스키 원액만을 사용하여 블렌딩한 제품으로, 고귀한 품격을 지니고 있습니다. 완벽한 제조 기술과 풍부한 풍미 존 워커 앤선즈(John Walker & Sons)가 제조한 블렌드 중 가장 진한 풍미의 완벽한 제조 기술을 자랑합니다."
182,Johnnie Walker Blue Label Year Of The Dog Limited Edition,조니워커 블루 개띠 에디션,440000,"['과일향', '피트향']","['잔류액향', '나무향', '와인향', '피트향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"'조니워커 블루 개띠 에디션'은 2018년 무술년 개띠 해를 기념해 출시했던 한정판으로, 12간지 에디션 중 하나입니 다. 병의 3면에는 스트라이딩 맨과 그의 충실한 반려견이 전 세계를 여행하면서 새해를 맞이하는 그림이 새겨져 있 는데요. 부와 번영의 다양한 상징들이 포함되어 있어 더 욱 특별한 디자인으로 느껴집니다. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠와 관련된 특별한 위스키를 간직하고자 하 는 위스키 애호가에게도 고려해볼 만한 제품입니다."
183,Scotch Blue 17yo 450ml,스카치블루 17년 450ml,49500,"['과일향', '곡물향', '나무향']",['나무향'],"['나무향', '유황']",블렌디드,450ml,40%,대한민국,"오랜만에 모인 가족, 친척들과 함께하는 명절날 빠질 수 없는 것은 역시 술이겠죠? 국내 위스키계의 블루칩으로 많은 애주가의 사랑을 받아온 '스카치블루 17년 (450ml)'을 준비해보시는 건 어떠세요?"
184,Cutty Sark 750ml,커티삭 750ml,29500,"['과일향', '꽃향기', '나무향']","['나무향', '곡물향']",['나무향'],블렌디드,750ml,40%,스코틀랜드,"무라카미 하루키는 부인 요코와 함께 위스키 테마 여행을 다니며 <만약 우리의 언어가 위스키라면>과 같은 위스키 와 관련된 책을 저술할 정도로 엄청난 위스키 애호가로 유명합니다. 그의 책 <코끼리 공장의 해피엔드>에선 '커티 삭'이 첫 챕 터를 장식하고 있고, 국내에서 200만권 이상이 팔린 베 스트 셀러 <1Q84>에도 주인공 '아오마메'가 커티 삭을 마시는 남성에게 흥미를 갖게 되는 내용이 등장할 정도로 커티 삭에 대한 하루키의 사랑은 대단합니다. 커티 삭은 어떤 위스키이길래 하루키의 사랑을 독차지하고 있을까요?"
185,Windsor 21yo,윈저 21년,113000,"['과일향', '꽃향기']","['과일향', '유황']","['과일향', '유황']",블렌디드,500ml,40%,스코틀랜드,'윈저 21년'은 2005년에 국내에 처음 출시되어 한국 위 스키 시장 구도를 스탠다드에서 프리미엄으로 변화시킨 주역입니다. 프리미엄 위스키의 대표주자 '윈저 12년'에 이어 21년까지 출시하게 되었죠. '윈저 21년' 특유의 과일 과 꽃의 달콤한 향이 어우러지는 '윈저 21년'을 만나보세요.
186,Ballantine's 17yo 500ml,발렌타인 17년 500ml(신형),125000,['나무향'],"['잔류액향', '나무향']","['잔류액향', '과일향', '나무향']",블렌디드,500ml,40%,스코틀랜드,"한국인이 가장 사랑하는 스카치 위스키, 발렌타인은 1827년 스코틀랜드에서 시작되었습니다. 최상의 원료와 발렌타인 마스터 블렌더의 블렌딩, 그리고 수제작한 부르 봉 통에서의 에이징이 약 200년 동안 세계적으로 인정 받는 발렌타인 맛의 비밀입니다. '발렌타인 17년'은 전세 계적으로 가장 높이 평가되는 위스키 중 하나입니다. 우 아하고 균형 잡힌 부드러움을 지님으로써 위스키 또한 하 나의 예술 작품일 수  을 증명하는 발렌타인의 마스터 피스입니다."
187,Bell's,벨즈,19800,['피트향'],"['유황', '피트향']",[],블렌디드,700ml,40%,스코틀랜드,"영국에서 가장 많이 팔리는 위스키로 알려졌으며 윈스턴 처칠, 마거릿 대처가 즐겼다고 하여 더욱 유명해진 위스 키입니다. 가격대가 저렴한 편이라서 데일리 혹은 입문용 으로 많이 추천됩니다. 특히 토닉워터와 함께 하이볼로 즐기기에도 적합하여 하이볼용으로 구매하시는 분들도 많습니다. 부담없이 즐길 위스키가 필요하거나 평소 하이 볼을 자주 즐기시는 분들이 고민 없이 구매하기에 좋습니 다."
188,Langs,랭스,8900,['나무향'],['과일향'],[],블렌디드,700ml,40%,스코틀랜드,"갓성비 위스키라는 별명을 가진 랭스입니다. 위스키에 쉽 게 입문할 수 있도록 가격 부담을 낮춘 블렌디드 스카치 위스키이지요. 랭스는 위스키를 얼음에 희석해 마시는 방 식인 온더락으로 마시면 더욱 부드러운 맛을 즐길 수 있 으며, 여러 음료를 섞는 칵테일 일종인 하이볼을 만들어 마시기에도 좋습니다."
189,Matsui Whisky Tottori Blended Whisky,마쓰이 돗토리 블렌디드 위스키,53000,"['과일향', '유황', '나무향']","['나무향', '와인향']","['과일향', '나무향']",블렌디드,700ml,43%,일본,
190,BB&R Islay Scotch Malt Whisky BB&R,아일라 스카치 몰트 위스키(신형),58000,"['잔류액향', '피트향']","['과일향', '피트향']","['잔류액향', '피트향']",블렌디드,700ml,44.2%,스코틀랜드,"스코틀랜드 몰트의 네 가지 클래식 스타일을 담은 BB&R, 그중 아일라 지역 스타일의 'BB&R 아일라 스카치 몰트 위스키'를 소개합니다. 아일라섬의 위스키는 독보적인 피트, 스모키 풍미로 유명 합니다. BB&R의 클래식 아일라 몰트 위스키는 이러한 아 일라섬의 가장 유명한 증류소에서 엄선한 캐스크를 이용 해 만들어집니다. 그 결과, 매혹적인 스모키한 한 병이 완 성되었답니다. 'BB&R 아일라 스카치 몰트 위스키'의 향을 처음 맡아보 면 타르 향, 피트 향, 그리고 바다 내음이 노란색 과일류의 노트와 함께 느껴집니다. 프루티한 풍미들은 피트, 스모 키 풍미와 완벽하게 잘 어울리며 균형을 이룹니다. 입안 에서 나는 질감은 크림과 같이 부드러우며, 이는 긴 피니 시를 남기며 마무리됩니다."
191,Johnnie Walker Red,조니워커 레드,35000,"['나무향', '피트향']","['과일향', '유황']","['잔류액향', '피트향']",블렌디드,700ml,40%,스코틀랜드,"'조니워커 레드'는 위스키 입문자들이 부담 없이 접근할 수 있는 블렌디드 위스키입니다. 조니워커에서 가장 대중 적인 라인업 답게, 합리적인 가격에 조니워커 특유의 캐 릭터를 느낄 수 있습니다. 특히 조니워커 레드는 섬 지역 몰트의 피트한 개성이 더 부각되는 게 특징이죠. 또한 균 형 잡힌 맛 덕분에 칵테일을 만드는 데에도 적합한 위스 키입니다. 탄산수나 진저 에일, 콜라와 함께 하이볼로 즐 겼을 때 궁합이 좋습니다. 가성비 좋은 가격에 은은한 피 트가 느껴지는 위스키, 조니워커 레드라벨을 데일리샷에 서 만나보세요."
192,Golden Blue The Diamond,골든블루 다이아몬드,55000,"['과일향', '나무향']",['나무향'],['피트향'],블렌디드,450ml,36.5%,대한민국,'골든블루 다이아몬드'는 2014년 출시 이후 7년 만에 리 뉴얼되어 출시된 골든블루의 위스키입니다. '골든블루 다 이아몬드'는 100% 스코틀랜드 위스키 원액으로 만들어 풍요로운 맛과 향을 자랑합니다. 여기에 보석 커팅 기법 을 적용한 럭셔리한 패키지로 지금까지 고급 위스키 소비 자들 사이에서 입소문을 타며 큰 인기를 얻고 있지요.
193,Johnnie Walker Double Black 750ml,조니워커 더블 블랙 750ml,64000,"['과일향', '피트향']","['나무향', '유황', '피트향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"'조니워커 더블 블랙'은 기존 '조니워커 블랙' 을 더욱 스모 키하게 재해석하여 탄생한 위스키입니다. 쿨일라, 탈리스 커 등의 원액을 추가하여 기존의 조니워커 블랙보다 더욱 강렬하면서도 부드러운 맛을 느끼실 수 있습니다. 기존과 는 다르지만, 그 자체로도 훌륭한 위스키인 '조니워커 더 블 블랙'입니다."
194,Hibiki 12yo,히비키 12년,1000000,"['과일향', '곡물향', '나무향']","['나무향', '와인향', '꽃향기']","['잔류액향', '나무향', '피트향', '과일향']",블렌디드,700ml,43%,일본,"일본 장인 정신으로 빚어낸 최고급 블렌디드 위스키 '히비 키 12년'을 소개합니다. 위스키를 좋아하는 분이라면 모 두가 들어보셨을 '야마자키'와 '하쿠슈', '치타' 양조장에서 엄선한 최고급 싱글몰트와 그레인 위스키를 세심하게 블 렌딩해서 만들어집니다. 유명한 몰트 위스키를 사용했다 는 것 자체도 중요하지만響'(울릴 향)을 이름으로 삼은 위스키답게 30종이 넘는 몰트 위스키와 그레인 위스키의 탁월한 블렌딩 또한 매력입니다. 바닐라, 맥아, 꽃향기, 코 코넛 등의 향이 조화롭게 어우러지면서도 하나하나의 향 이 심층적으로 느껴집니다."
195,The Lakes The One Fine Blended Whisky,더 레이크스 더 원 파인 블렌디드 위스키,103000,"['꽃향기', '과일향', '와인향', '피트향']","['과일향', '유황', '피트향', '나무향']","['나무향', '피트향']",블렌디드,700ml,46.6%,영국,"'The ONE' 둥글고 부드러운 자연의 느낌 '더 레이크스 더 원 파인 블렌디드 위스키'는 스페이사이 드와 아일라섬 지역의 그레인 위스키 그리고 몰트 위스키 를 블렌딩한 개성있는 위스키로, 냉각 여과 없이 내추럴 컬러로 병입되었습니다. 향에서는 신선한 과일, 버터스카 치 그리고 스모키함이 느껴지고, 바닐라 커스타드와 잘 익은 과일의 맛과 함께 적당한 스파이스가 조화를 이루고 있습니다. 둥글고 부드러운 특징 덕분에 니트로 즐기기에 적당하고, 취향에 따라 온더락, 하이볼, 물을 한두 방울 정 도 첨가하여 마시는 것을 추천합니다."
196,Johnnie Walker Gold Reserve Limited Edition,조니워커 골드 리저브 리미티드 에디션,105000,"['과일향', '피트향']","['잔류액향', '과일향']","['나무향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"'조니워커 골드라벨 리저브 리미티드 에디션'는 조니워커 블렌더가 특별한 친구들과 함께 보내는 시간을 위해 만든 위스키입니다. 이 골드라벨은 24시간동안 냉동실에 두었 다가 마시는 것을 추천드립니다. 이렇게 마실 시 과일 풍 미와 꿀의 달콤함을 더 강하게 느낄 수 있으며, 피니시 역 시 오래 지속됩니다. 친구들과의 특별한 날, 황금빛 조니 워커로 특별함을 더해주세요."
197,Johnnie Walker Red 500ml,조니워커 레드 500ml,31000,"['나무향', '피트향', '곡물향']","['과일향', '유황']","['잔류액향', '나무향']",블렌디드,500ml,40%,스코틀랜드,
198,Scotch Blue 17yo,스카치블루 17년,48000,"['과일향', '곡물향', '나무향']",['나무향'],"['나무향', '유황']",블렌디드,700ml,40%,대한민국,"오랜만에 모인 가족, 친척들과 함께하는 명절날 빠질 수 없는 것은 역시 술이겠죠? 국내 위스키계의 블루칩으로 많은 애주가의 사랑을 받아온 '스카치블루 17년 (450ml)'을 준비해보시는 건 어떠세요?"
199,Chivas Regal 12yo 1L,시바스 리갈 12년 1L,65000,"['과일향', '꽃향기', '나무향']","['잔류액향', '나무향', '와인향', '과일향']",[],블렌디드,1000ml,40%,스코틀랜드,"박정희 전 대통령도 즐겨 마셨으며, <무한도전>에서 '시 바스 대갈'로도 유명한 '시바스 리갈 12년'은 전세계 시장 에서 가장 대표적인 프리미엄 블렌딩 스카치 위스키입니 다. 시바스 브라더스 마스터 블렌더에 의해 세워진 200 여년 전의 기준을 그대로 유지하여 만들어진 시바스 리갈 12년은 모든 위스키의 기준을 제시하고 있죠. 시바스 리 갈 12년의 깊고 풍부한 맛을 최대로 즐기기 위해서 약간 의 물을 타 마시기도 하며, 취향에 따라 온더락 잔을 만들 어 살짝 흔든 후 공기와 섞어 마시는 방법, 혹은 진저 에일 과 얇게 슬라이스 된 라임 조각으로 만든 '시바스 쿨러 칵 테일로 마시는 방법 등 다양한 방법으로 그 맛을 극대화 할 수 있습니다."
200,Chivas Regal 25yo,시바스 리갈 25년,550000,"['과일향', '곡물향']","['과일향', '와인향']",['잔류액향'],블렌디드,700ml,40%,스코틀랜드,"1909년 뉴욕을 강타한 전설적인 위스키, '시바스 리갈 25년입니다. 이 위스키는 환상적인 블렌딩을 자랑합니 다. 모든 몰트 및 그레인 원액은 시바스 브라더스의 마스 터 블렌더인가 직접 선택한 것으로 위스키의 깊고 풍부한 맛을 보증하고 있습니다. 견과류와 오렌지, 복숭아의 매 혹적인 향과 함께 크리미하고 초콜릿과 같은 달콤한 향이 고급스럽게 퍼지는 것이 특징입니다."
201,Dewar's 15yo 1L,듀어스 15년 1L,118000,"['잔류액향', '곡물향', '꽃향기', '나무향']","['잔류액향', '과일향', '꽃향기']","['과일향', '피트향']",블렌디드,1000ml,40%,스코틀랜드,"영국 왕실에서 인정받은 듀어스 세계에서 가장 많은 수상 경력을 가진 블렌디드 위스키는 무엇일까요? 바로 '듀어스(Dewar's)'인데요. 듀어스는 1846년, 창립자 듀어(John Dewar)로부터 시작되었습 니다. 듀어는 위스키에 본인의 이름을 걸 정도로 맛에 자 신이 있었다고 하는데요. 그 비결은 'Double Aged'라고 불리는 공법을 사용했기 때문이라고 합니다. 대부분의 블렌디드 위스키는 원액을 혼합한 다음 병입 과 정을 거치지만, 듀어스는 숙성된 원액을 한번 더 숙성합 니다. 엄선된 40여 가지의 프리미엄 위스키 원액을 혼합 하여 특별한 캐스크에서 추가 숙성하게 되는데요. 'Double Aged'라는 이름에 걸맞게 두 번 숙성하여 더욱 부드럽고 풍부한 향이 오랫동안 남게 됩니다. 듀어스는 그 품질을 인정받아 영국 왕실에서 영예로운 'Royal Warrant (왕실 조달 허가증)'을 받기도 하였지요. 왕실에 서도 사랑한 듀어스를 만나보세요."
202,Ballantine's 21yo 700ml,발렌타인 21년 700ml,229500,"['잔류액향', '과일향', '꽃향기']","['꽃향기', '나무향', '피트향']","['잔류액향', '와인향']",블렌디드,700ml,40%,스코틀랜드,"Ballantine's 21 years old 세련되면서도 생동감 넘치는 위스키, '발렌타인 21년'을 소개합니다. '발렌타인 21년'을 유리잔에 따라 볼까요? 이 위스키는 붉게 빛나는 황금색을 띠고 있습니다. 잔에서는 핵과류, 마멀레이드, 그리고 감초 향기가 마구 뿜어져 나 옵니다. 이후 향긋한 꽃의 아로마가 스모키함과 함께 조 화롭게 나타납니다. 한 입 머금으면 즙이 가득한 사과 맛 이 달콤하고 강렬합니다. 블렌딩 레시피에 있는 위스키 대부분이 유러피안 오크 캐스크에서 숙성했기 때문에, 견 과류와 말린 과일 풍미가 도드라집니다. 마지막에 남는 부드럽고 긴 여운은 잊을 수 없이 근사합니다."
203,Kilbeggan,킬베간,47500,"['나무향', '피트향']","['나무향', '과일향']","['잔류액향', '나무향']",블렌디드,700ml,40%,아일랜드,"'킬베간'은 달콤한 캐러멜, 바닐라, 구운 오크의 향과 함께 아몬드 누가, 복숭아, 바닐라의 달콤한 맛을 느낄 수 있는 아이리시 위스키입니다. 특히 세 번 증류하는 일반적인 아이리시 위스키와 달리 두 번 증류 후 최소 4년 이상 숙 성해 풍부한 맛과 향, 긴 여운을 남기는 것이 특징입니다. 니트는 물론 콜라, 진저에일, 소다 등 어떤 믹서와도 잘 어 울려 아이리시 위스키 입문으로는 가장 좋은 위스키로 평 가받고 있습니다."
204,Cadenhead's Speyside 13yo,카덴헤드 스페이사이드 13년,200000,['꽃향기'],['와인향'],"['나무향', '와인향']",싱글몰트,700ml,46%,스코틀랜드,"독립 병입자 카덴헤드' 독립 병입자(Independent Bottler)란 특정 증류소의 원 액을 구매하여 본인만의 스타일로 병입하고 판매하는 사 람을 의미합니다. 카덴헤드(Cadenhead's)는 이러한 독 립병 브랜드 중 하나로, 더 글렌리벳, 글렌스코샤, 아드벡 등 저명한 스코틀랜드 증류소의 캐스크를 사용하기로 유 명합니다."
205,Black Bottle 10yo,블랙 보틀 10년,55700,"['꽃향기', '과일향', '피트향', '나무향']","['나무향', '과일향']","['나무향', '피트향']",블렌디드,700ml,40%,스코틀랜드,"블렌디드 위스키계의 가성비 끝판왕 '블랙 보틀 10년'은 최고의 가성비 위스키 중 하나로 꼽혔 던 블랙 보틀 위스키의 프리미엄 버전입니다. 최고급 아 일라, 하이랜드, 스페이사이드 지역의 몰트와 그레인 위 스키를 블렌딩하여 아메리칸 오크에서 최소 10년 숙성했 다고 합니다. 더욱 긴 숙성 기간 덕에 블랙 보틀의 특징인 스모키함이 더 중후해져 장작을 떠올리게 하고, 신선한 과일 향이 달콤한 비스킷의 풍미에 싸여 퍼져나갑니다. 가성비가 좋은 위스키일 뿐만 아니라 최근 화려한 수상 경력을 자랑하고 있는 '블랙 보틀 10년'을 부담없는 가격 에 만나보세요."
